partner_id,earnings_weekly,trip_count_monthly,avg_rating_last_90_days,cancellation_rate,zone,job_type,age,gender,rent_paid_last_12_months,utility_paid_last_12,app_logins_last_30_days,complaints_last_6_months,outstanding_loans
GIG1500,5054.400000000001,108,4.43,0.12809509670945585,Urban,Delivery,26,Male,12,9,32,0,45408.31209637498
GIG1501,6742.226589659797,117,4.98,0.043739003020916684,Urban,Freelancer,39,Male,11,10,23,0,65323.96965746773
GIG1502,6044.22,123,4.64,0.13125714468951807,Urban,Delivery,55,Male,11,9,29,0,49726.17202618433
GIG1503,8552.7,129,4.68,0.18006776433132035,Urban,Ride-sharing,20,Male,9,12,30,0,64218.36713636039
GIG1504,5764.0,131,4.75,0.08136419246526218,Semi-Urban,Ride-sharing,35,Female,12,12,19,0,50488.27224443669
GIG1505,5013.934065534779,117,5.0,0.0943056050809727,Rural,Freelancer,23,Male,10,12,25,0,52654.40167999971
GIG1506,8663.2,119,4.9,0.14015507295264706,Urban,Ride-sharing,44,Male,10,12,35,0,65572.79974720447
GIG1507,8564.4,122,4.6,0.1630965073782202,Urban,Ride-sharing,24,Female,10,10,36,0,59978.99432397316
GIG1508,3571.2000000000003,124,3.71,0.4462807165085638,Rural,Delivery,25,Male,12,9,23,1,41059.540752978595
GIG1509,5199.3,109,4.61,0.073468836296895,Semi-Urban,Delivery,59,Female,8,11,28,0,51116.325401650756
GIG1510,4674.0,114,4.16,0.2889359699607939,Semi-Urban,Ride-sharing,58,Female,12,12,27,0,43483.65707030121
GIG1511,7757.1,117,4.83,0.20685562557012757,Urban,Ride-sharing,43,Female,8,9,27,0,65747.23397952189
GIG1512,8529.300000000001,135,5.0,0.008479171992314412,Urban,Delivery,43,Male,12,10,35,0,71830.72927065626
GIG1513,6463.8,126,4.7,0.041641922118515314,Semi-Urban,Delivery,46,Male,8,9,28,0,49838.125426493105
GIG1514,4721.400000000001,122,4.47,0.10112369556079685,Semi-Urban,Delivery,30,Male,9,12,30,1,34816.57778304943
GIG1515,5380.8,118,4.89,0.1077612520447548,Rural,Ride-sharing,40,Male,10,11,31,1,49943.138874268705
GIG1516,4995.0,111,4.89,0.0980695227749309,Semi-Urban,Ride-sharing,27,Female,9,11,26,0,34895.68828341047
GIG1517,4906.8,94,4.24,0.3427880684015336,Semi-Urban,Delivery,46,Female,8,11,25,0,27793.426758945105
GIG1518,4068.0,113,5.0,0.04507907367952773,Rural,Delivery,32,Female,10,12,31,0,43265.46959693481
GIG1519,10864.973185211138,133,4.74,0.07678742867335137,Urban,Freelancer,58,Female,11,12,32,0,113326.17549048823
GIG1520,7280.910000000001,127,4.82,0.15627573745318174,Urban,Delivery,31,Male,8,9,32,0,61944.542963075946
GIG1521,9547.2,136,4.68,0.21587001758541657,Urban,Ride-sharing,53,Female,8,12,28,0,81597.29818369253
GIG1522,9188.4,124,4.69,0.11583879666214031,Urban,Ride-sharing,23,Male,8,11,24,1,77612.30562478304
GIG1523,7624.89,133,4.62,0.08987742919130236,Urban,Delivery,46,Male,11,9,31,0,72056.79704971795
GIG1524,6771.6,132,5.0,0.09482870684435707,Semi-Urban,Delivery,37,Male,8,12,26,0,54531.68913118847
GIG1525,7623.137080474716,124,5.0,0.051840051851033575,Semi-Urban,Freelancer,42,Male,8,9,34,0,76557.91491702716
GIG1526,6687.4432796974115,125,4.66,0.1539842404914352,Semi-Urban,Freelancer,26,Male,12,12,39,0,65015.552399718305
GIG1527,5617.977034814056,116,4.53,0.20332251293595338,Urban,Freelancer,32,Male,10,11,41,0,57961.8380852218
GIG1528,5250.0,125,4.3,0.2390346222088502,Semi-Urban,Ride-sharing,30,Male,8,9,25,0,39660.66732084002
GIG1529,8236.800000000001,128,4.77,0.06776345953746381,Urban,Delivery,48,Female,11,12,31,0,66376.19215648664
GIG1530,6449.3,121,4.9,0.11180964330399093,Urban,Ride-sharing,56,Male,12,9,35,0,52254.601733424985
GIG1531,5552.820000000001,113,4.96,0.06487934579729858,Urban,Delivery,29,Male,11,11,31,0,38131.07735828066
GIG1532,6555.900000000001,123,5.0,0.08587384679082063,Urban,Ride-sharing,42,Female,12,11,38,0,50396.81580692045
GIG1533,7897.5,135,4.9,0.02970809454527336,Urban,Ride-sharing,28,Female,12,12,37,0,64165.85421992233
GIG1534,6949.8,132,4.94,0.08773081528430382,Urban,Delivery,33,Male,8,10,36,0,53781.79770347192
GIG1535,4197.6,110,5.0,0.014279614026943983,Rural,Delivery,43,Male,8,12,39,0,37066.77545734792
GIG1536,8554.0,140,4.97,0.11537282243257432,Urban,Ride-sharing,59,Female,8,12,28,0,60790.8837780728
GIG1537,5805.6,123,5.0,0.03687828633024371,Rural,Ride-sharing,44,Female,12,12,20,0,53694.18622908826
GIG1538,6212.7,118,4.64,0.12049709826989932,Urban,Delivery,46,Male,11,12,28,0,47203.56577784259
GIG1539,6890.0,130,4.61,0.14236730920160848,Semi-Urban,Ride-sharing,35,Male,10,10,17,0,54716.91817592459
GIG1540,8858.357410911394,129,4.54,0.2349669880726285,Urban,Freelancer,54,Male,11,9,43,0,89333.13957507454
GIG1541,7581.6,120,5.0,0.06839620068357974,Urban,Delivery,47,Male,11,12,29,0,63203.7107888265
GIG1542,4855.02489663406,133,5.0,0.049882603706535494,Semi-Urban,Freelancer,38,Female,11,9,31,0,49198.438588039266
GIG1543,5329.8,141,4.77,0.18607997328066692,Semi-Urban,Delivery,44,Male,8,11,29,0,43107.01773163369
GIG1544,7160.400000000001,120,4.86,0.07196364609834068,Urban,Delivery,47,Male,11,9,34,0,53736.6894256956
GIG1545,7611.0,129,4.5,0.038267899166872864,Semi-Urban,Ride-sharing,58,Male,11,11,25,0,62226.40222919657
GIG1546,8829.880656712674,128,4.54,0.17665287735055182,Urban,Freelancer,57,Male,10,10,26,0,88389.37745508691
GIG1547,5043.813961172835,111,5.0,0.08510544534491736,Semi-Urban,Freelancer,40,Female,12,11,30,0,49585.617995995344
GIG1548,6159.6,116,4.31,0.2332935150392643,Semi-Urban,Delivery,37,Male,10,10,27,1,55827.930322473876
GIG1549,6372.0,120,4.86,0.24005419954096546,Semi-Urban,Delivery,40,Male,12,11,36,0,56552.547881877974
GIG1550,6177.6,108,4.84,0.1088467851694585,Urban,Ride-sharing,42,Male,11,9,40,1,45452.71750173312
GIG1551,7478.64,136,4.82,0.11109044020522754,Urban,Delivery,51,Male,12,9,31,0,64503.12831347827
GIG1552,5556.6,126,4.56,0.2522162446796712,Semi-Urban,Delivery,33,Female,11,12,33,0,44078.682767939186
GIG1553,5286.400000000001,112,4.95,0.010778189677899973,Rural,Ride-sharing,30,Male,12,10,37,0,53624.56518472177
GIG1554,5962.320000000001,104,4.34,0.19275004590456493,Urban,Delivery,23,Male,11,12,23,0,42950.90845343772
GIG1555,5202.016214530311,122,4.77,0.022980529618373637,Rural,Freelancer,20,Male,10,9,25,1,70375.45381914753
GIG1556,6388.2,117,4.52,0.1303834955453195,Urban,Ride-sharing,32,Male,10,12,26,0,50969.38238836519
GIG1557,5330.0,130,4.48,0.2216690261379504,Semi-Urban,Ride-sharing,24,Female,12,10,22,0,35514.666124278374
GIG1558,4760.0,119,5.0,0.02984739288681853,Semi-Urban,Ride-sharing,22,Female,10,10,31,0,36178.10347471601
GIG1559,5470.56,131,4.69,0.19306788759394983,Rural,Delivery,44,Male,9,10,23,0,48806.64965772351
GIG1560,6662.5,125,4.8,0.05598178951924772,Urban,Ride-sharing,38,Female,10,10,27,0,47188.91151796514
GIG1561,6978.400000000001,122,5.0,0.0508803220027637,Urban,Ride-sharing,32,Female,12,12,36,0,60561.06578207845
GIG1562,9426.661009362071,111,4.83,0.0664642849478598,Urban,Freelancer,59,Female,8,10,28,0,97173.34949835528
GIG1563,7343.323345903451,122,4.7,0.07467805890258744,Semi-Urban,Freelancer,31,Male,10,11,27,0,72927.96706483483
GIG1564,8634.6,123,4.53,0.05362632260400417,Urban,Ride-sharing,44,Male,8,12,23,0,69512.94946209711
GIG1565,5834.400000000001,102,5.0,0.153654253732496,Urban,Ride-sharing,30,Male,8,10,26,1,51149.32813230108
GIG1566,4796.0,109,4.63,0.11627297658610666,Semi-Urban,Ride-sharing,44,Female,11,12,34,0,35308.271340853425
GIG1567,8697.78,126,5.0,0.025813532510823606,Urban,Delivery,47,Male,10,10,28,0,71954.31816500111
GIG1568,7068.685737761092,125,4.76,0.08278987427006189,Urban,Freelancer,27,Male,10,10,34,0,78840.0865642019
GIG1569,8154.900000000001,123,4.97,0.014685530128837405,Urban,Ride-sharing,21,Female,9,9,27,0,57489.99084546137
GIG1570,4644.0,129,4.62,0.20936146998124716,Rural,Delivery,20,Male,9,12,41,0,48694.97657044917
GIG1571,7839.0,134,5.0,0.05643750825050033,Urban,Delivery,41,Male,9,9,28,0,57954.586698911546
GIG1572,6726.0,114,4.84,0.13767441790268378,Semi-Urban,Ride-sharing,55,Male,11,11,25,0,49056.42153448596
GIG1573,6158.88,112,4.93,0.15962585417218045,Urban,Delivery,46,Male,12,11,27,0,38554.4368111002
GIG1574,4999.680000000001,124,4.82,0.052415822578173045,Rural,Delivery,32,Female,10,9,35,0,48266.621742124276
GIG1575,4329.6,132,4.9,0.23174658967113526,Rural,Ride-sharing,23,Male,11,9,22,0,55588.63081846218
GIG1576,7312.5,125,4.89,0.1810221530719131,Urban,Delivery,39,Male,11,10,26,0,54804.8445699746
GIG1577,6545.0,119,4.86,0.06834215275843025,Semi-Urban,Ride-sharing,58,Female,8,11,41,1,51834.32606242165
GIG1578,7893.6,138,4.79,0.12082341934808923,Urban,Ride-sharing,33,Female,12,11,23,1,60605.24537777497
GIG1579,8276.580000000002,131,4.97,0.008553238372877574,Urban,Delivery,43,Male,12,12,40,0,85905.15488541292
GIG1580,3168.0,110,5.0,0.050855148743812785,Rural,Delivery,24,Male,8,11,36,0,33968.86744357101
GIG1581,7656.0,132,4.61,0.030266355064066684,Semi-Urban,Ride-sharing,59,Female,8,9,28,0,64902.677170507886
GIG1582,4176.0,116,5.0,0.1469707333312196,Rural,Ride-sharing,34,Female,10,12,35,0,29720.65849992883
GIG1583,7150.0,110,4.82,0.05296488954201807,Urban,Ride-sharing,52,Male,8,10,35,0,57817.79255379953
GIG1584,6900.0,138,4.47,0.12167865930126477,Semi-Urban,Ride-sharing,23,Male,10,10,32,0,59113.848822489555
GIG1585,5643.0,114,4.67,0.09977759604038193,Semi-Urban,Delivery,51,Male,12,9,28,0,35804.2144283788
GIG1586,6415.5,105,4.65,0.16029878248039547,Urban,Ride-sharing,48,Female,11,9,31,0,56888.39667222975
GIG1587,6652.1,119,5.0,0.03348229362409581,Urban,Ride-sharing,40,Male,9,11,23,0,54433.49782632082
GIG1588,7488.0,128,4.72,0.06821166364444868,Urban,Delivery,48,Male,12,12,41,1,61501.11537793652
GIG1589,6739.2,108,4.89,0.015477108281491306,Urban,Ride-sharing,51,Female,9,9,31,0,56264.712530173914
GIG1590,5439.0,111,5.0,0.06934324934869146,Semi-Urban,Ride-sharing,24,Female,9,10,32,0,42743.39950693425
GIG1591,8088.6,122,4.85,0.02034698108785394,Urban,Ride-sharing,55,Male,12,12,27,1,71391.7703777225
GIG1592,7208.0,136,4.74,0.2089769293421489,Semi-Urban,Ride-sharing,46,Female,8,12,24,0,68236.98809727891
GIG1593,5996.25,125,4.51,0.09339599060518321,Urban,Delivery,33,Male,10,11,30,0,50031.55097016767
GIG1594,3258.3575213516283,97,4.58,0.12344619598160028,Rural,Freelancer,24,Male,8,9,41,0,37804.75872739569
GIG1595,4841.0,103,5.0,0.022995344337563367,Semi-Urban,Ride-sharing,50,Male,10,10,25,0,37767.47721725052
GIG1596,6105.0,111,4.99,0.19248603290522226,Semi-Urban,Ride-sharing,46,Male,12,12,27,0,46711.109188427596
GIG1597,3643.999644097794,131,4.63,0.2313896033289018,Rural,Freelancer,28,Male,11,12,32,0,42365.5302830145
GIG1598,4182.750754563312,112,4.82,0.10224298063493983,Rural,Freelancer,41,Male,8,11,35,0,44307.224738079894
GIG1599,5830.0,110,4.84,0.03549632975443116,Semi-Urban,Ride-sharing,52,Male,11,10,22,0,46928.672518676205
GIG1600,6875.7,129,4.35,0.11439297413352194,Urban,Ride-sharing,41,Male,11,9,35,0,48192.598601252685
GIG1601,4981.849153540381,127,4.85,0.043323303467487265,Rural,Freelancer,33,Female,11,12,39,0,56936.76398439685
GIG1602,4942.08,96,4.76,0.05727195835881754,Urban,Delivery,57,Male,10,9,22,0,41977.08499833773
GIG1603,7800.0,120,4.95,0.09277331704493622,Urban,Ride-sharing,45,Male,8,11,32,0,56980.90081594373
GIG1604,4830.0,115,4.91,0.09690123170454325,Semi-Urban,Ride-sharing,47,Female,9,11,34,0,38677.31919562517
GIG1605,4905.0,109,5.0,0.049339887823193825,Semi-Urban,Delivery,33,Female,9,10,24,0,38705.29485979318
GIG1606,5008.5,105,4.85,0.2264395419119716,Semi-Urban,Delivery,23,Female,12,12,39,0,35491.60014383916
GIG1607,6673.68,124,5.0,0.030927096738475136,Urban,Delivery,54,Male,10,11,42,0,53034.89946459621
GIG1608,7612.269049529392,112,4.61,0.0484647576184826,Urban,Freelancer,26,Female,12,12,31,1,84892.74201574452
GIG1609,6004.724846804833,116,4.41,0.1576156447582808,Urban,Freelancer,58,Female,9,12,23,0,59611.16378662584
GIG1610,4541.8642417905385,113,4.65,0.09440707814160552,Urban,Freelancer,35,Male,9,11,39,0,44310.81302837069
GIG1611,9670.617781849496,140,4.92,0.04585981974554322,Urban,Freelancer,34,Female,8,9,30,0,106980.86892102532
GIG1612,4176.0,116,4.71,0.0978053717683532,Rural,Ride-sharing,31,Male,12,11,33,0,33369.92837653672
GIG1613,6965.400000000001,114,4.76,0.11115598645703939,Urban,Ride-sharing,39,Male,12,11,34,0,49234.41689505253
GIG1614,5060.0,110,4.7,0.22162312721957955,Semi-Urban,Ride-sharing,41,Female,9,10,28,0,35179.7059727024
GIG1615,5080.320000000001,126,4.56,0.098825897678042,Rural,Delivery,32,Male,10,11,41,1,49178.00793590486
GIG1616,5640.0,141,4.75,0.09709686294529377,Rural,Ride-sharing,58,Male,10,11,28,0,60957.191432305175
GIG1617,5228.354756774695,108,4.67,0.12112187871874433,Rural,Freelancer,29,Male,9,10,43,0,83837.14893789793
GIG1618,6372.0,108,4.48,0.23198716378664044,Semi-Urban,Ride-sharing,53,Male,10,11,37,0,52618.67431904755
GIG1619,5356.8,124,4.9,0.0816098590542089,Semi-Urban,Delivery,24,Female,11,12,30,0,42767.81258860745
GIG1620,4717.4400000000005,126,4.69,0.10907605749643155,Rural,Delivery,45,Female,9,12,28,0,38474.87075654806
GIG1621,4158.0,105,4.86,0.09860649852520427,Semi-Urban,Delivery,41,Female,11,12,30,0,31191.33029649223
GIG1622,7757.1,117,4.25,0.21843815213272108,Urban,Ride-sharing,56,Male,8,9,23,2,64486.30003093522
GIG1623,6692.400000000001,110,5.0,0.049002526263228235,Urban,Delivery,49,Female,9,11,26,0,56453.852536707935
GIG1624,5805.0,129,5.0,0.051099499459814374,Semi-Urban,Delivery,58,Male,10,12,38,0,56562.2381378302
GIG1625,7400.25,115,4.76,0.0070198526149875635,Urban,Delivery,58,Male,12,9,25,0,54834.23284121574
GIG1626,7264.292128087049,121,4.69,0.05431578684594386,Urban,Freelancer,27,Female,12,9,34,0,80519.05277243434
GIG1627,7684.606013489107,121,4.63,0.16379845240729282,Urban,Freelancer,36,Female,9,9,32,0,77670.78039959908
GIG1628,8218.6,109,4.7,0.02847191943896403,Urban,Ride-sharing,23,Male,12,12,30,0,81082.29250019569
GIG1629,6892.47,137,5.0,0.09646264571885295,Urban,Delivery,52,Male,9,10,35,0,42655.61004389538
GIG1630,4737.6,141,4.77,0.09767658711533468,Rural,Ride-sharing,27,Male,9,11,22,0,39742.268464588946
GIG1631,6750.0,150,5.0,0.057617638130875094,Semi-Urban,Delivery,55,Female,10,10,46,0,51120.79893900995
GIG1632,5814.0,114,4.73,0.06512321260448715,Semi-Urban,Ride-sharing,20,Male,12,12,40,0,48600.10758185873
GIG1633,7300.8,120,4.48,0.25889351561197466,Urban,Delivery,49,Male,10,10,23,0,64945.446646790275
GIG1634,5765.76,112,5.0,0.023936796111620903,Urban,Delivery,30,Female,9,12,29,0,51988.204599837605
GIG1635,5404.320000000001,139,5.0,0.06472286860052283,Rural,Delivery,58,Male,11,11,26,1,58275.16355824987
GIG1636,9740.9,127,4.7,0.04114144613034006,Urban,Ride-sharing,57,Male,10,12,24,0,78837.05545939428
GIG1637,4806.900000000001,109,5.0,0.02643600928032831,Semi-Urban,Delivery,56,Female,8,11,29,0,40964.539684179465
GIG1638,4881.6,113,4.78,0.1667630890570683,Semi-Urban,Delivery,37,Male,11,10,31,1,50110.14976487571
GIG1639,4673.6,127,5.0,0.01958753064657637,Rural,Ride-sharing,38,Male,9,9,28,0,48073.432036040525
GIG1640,5683.200000000001,148,4.74,0.15354383712341022,Rural,Ride-sharing,34,Male,8,12,27,0,62141.5986781863
GIG1641,6150.6,134,4.68,0.17256290595194052,Semi-Urban,Delivery,20,Male,9,9,42,1,44805.2963667802
GIG1642,4489.2,116,4.62,0.09126481424256976,Semi-Urban,Delivery,34,Female,9,11,33,0,34069.58389187082
GIG1643,6259.928814030573,107,4.92,0.12759729160845507,Urban,Freelancer,20,Female,8,9,32,1,59977.199839503926
GIG1644,5668.0,109,4.66,0.0795947265366628,Urban,Ride-sharing,34,Female,12,11,28,0,38382.28709867621
GIG1645,7854.6,106,4.68,0.21724230552137858,Urban,Ride-sharing,36,Female,12,12,33,0,59626.812563876054
GIG1646,5756.400000000001,108,4.58,0.11501285387184856,Urban,Ride-sharing,47,Female,12,12,32,0,45027.4248833831
GIG1647,9336.6,126,4.71,0.09469879910235866,Urban,Ride-sharing,37,Male,11,9,31,0,77193.45825411176
GIG1648,4922.0,107,4.69,0.09012472435133755,Semi-Urban,Ride-sharing,41,Male,9,11,25,0,31610.815352437752
GIG1649,6380.0,116,4.65,0.04551445622019916,Semi-Urban,Ride-sharing,42,Female,11,11,29,1,55015.828887682794
GIG1650,7624.89,133,4.14,0.3200387978290986,Urban,Delivery,51,Male,12,12,22,1,55148.18462278823
GIG1651,9757.800000000001,139,4.57,0.09293705334129504,Urban,Ride-sharing,45,Male,11,9,42,0,73462.65771077029
GIG1652,8002.8,120,4.91,0.11824998114018692,Urban,Delivery,52,Female,11,12,28,0,66324.15871899882
GIG1653,6037.2,120,4.58,0.15810399803760208,Urban,Delivery,36,Male,10,9,28,0,51649.48662144995
GIG1654,8309.34,134,4.69,0.15516686697719306,Urban,Delivery,49,Female,11,12,29,0,70301.57831040132
GIG1655,5371.0,131,5.0,0.032354644827291536,Semi-Urban,Ride-sharing,57,Female,11,9,31,0,37930.10042369092
GIG1656,5817.240000000001,113,4.84,0.018956523636978008,Urban,Delivery,46,Male,8,11,23,0,39565.52710950491
GIG1657,4600.0,115,4.81,0.10320438724581586,Semi-Urban,Ride-sharing,29,Female,9,9,30,0,26805.812337003903
GIG1658,4779.1716156521625,109,4.52,0.10386349638260982,Urban,Freelancer,49,Female,9,12,28,0,53036.35671627628
GIG1659,9264.137361021189,119,4.47,0.19885127491333307,Urban,Freelancer,23,Male,8,10,29,2,97048.98011116871
GIG1660,6944.0,124,4.87,0.07708013117711837,Semi-Urban,Ride-sharing,31,Male,11,10,33,0,48549.88617915783
GIG1661,5420.8,121,4.75,0.06636800785350391,Rural,Ride-sharing,28,Male,11,11,22,0,57032.267204714284
GIG1662,4004.6400000000003,103,4.75,0.11071553567444377,Rural,Delivery,24,Male,11,11,26,0,35692.47447177056
GIG1663,6150.6,134,4.79,0.06302514206082592,Semi-Urban,Delivery,55,Male,11,9,30,0,42871.005016506984
GIG1664,8013.200000000001,134,4.29,0.29962389783605203,Urban,Ride-sharing,40,Female,10,11,36,0,72921.47464686335
GIG1665,6486.48,132,4.86,0.1289065490774041,Urban,Delivery,35,Male,11,10,29,0,48810.38566205681
GIG1666,5977.0,139,4.64,0.12057393418586916,Semi-Urban,Ride-sharing,36,Female,9,11,25,0,48502.78769962904
GIG1667,6854.400000000001,136,5.0,0.01967076275363692,Semi-Urban,Delivery,57,Male,11,12,34,1,48971.33617331956
GIG1668,7248.150000000001,105,4.93,0.0935909761828648,Urban,Delivery,50,Male,12,10,30,0,57941.363581802245
GIG1669,7690.8,116,4.7,0.22417518963137292,Urban,Ride-sharing,25,Male,11,9,25,0,52416.85055221613
GIG1670,6561.1,103,4.44,0.10789308484634506,Urban,Ride-sharing,27,Male,9,10,26,0,54676.35568336303
GIG1671,5335.2,114,4.93,0.17324560668636282,Urban,Delivery,23,Male,8,11,37,0,43727.00541121095
GIG1672,10279.897894530563,146,4.67,0.17225886793611017,Urban,Freelancer,31,Female,11,10,24,1,108862.80289843664
GIG1673,4032.840211834393,113,5.0,0.045474551389254415,Rural,Freelancer,54,Male,11,12,21,0,37065.54175888828
GIG1674,9651.2,128,4.74,0.09121189457504722,Urban,Ride-sharing,44,Female,8,12,38,0,72064.49575812594
GIG1675,5852.992464199066,107,4.74,0.15522578534895773,Urban,Freelancer,28,Female,12,11,22,0,47568.52802489854
GIG1676,5815.913269607652,124,4.83,0.034831943264240106,Urban,Freelancer,57,Male,8,10,24,0,62399.990020669306
GIG1677,4560.0,114,4.41,0.0782570590920361,Semi-Urban,Ride-sharing,51,Female,8,11,27,1,31282.84518549665
GIG1678,7272.72,111,4.79,0.10615701684958506,Urban,Delivery,20,Male,12,11,28,0,55685.65348950732
GIG1679,5868.72,114,4.77,0.08567995497164885,Urban,Delivery,56,Male,12,9,25,0,46544.12007055883
GIG1680,6037.2,108,5.0,0.04786570803936087,Urban,Ride-sharing,55,Male,8,12,33,0,47348.056464643254
GIG1681,5569.2,102,4.8,0.14508630380686793,Urban,Ride-sharing,23,Female,11,10,28,1,43963.76207915658
GIG1682,8026.200000000001,126,4.66,0.0669788046010598,Urban,Ride-sharing,33,Female,9,12,41,0,63380.50135534337
GIG1683,5867.1,123,5.0,0.14078847166950814,Semi-Urban,Delivery,32,Male,10,12,20,0,44022.21322244125
GIG1684,8508.5,119,4.78,0.10644969236827953,Urban,Ride-sharing,20,Female,9,9,29,0,74415.22550263308
GIG1685,3897.6000000000004,116,4.97,0.02241972536134618,Rural,Ride-sharing,30,Female,9,10,28,0,26964.583033147745
GIG1686,8073.0,138,4.57,0.15442256122883966,Urban,Ride-sharing,27,Female,10,11,32,1,70043.86974736075
GIG1687,4536.0,112,4.78,0.07773661793146613,Semi-Urban,Delivery,47,Male,10,10,26,0,31276.061776917577
GIG1688,5011.2,116,4.45,0.10026182523263913,Semi-Urban,Delivery,32,Female,12,12,25,0,39181.25215191554
GIG1689,3891.6,115,4.74,0.05363374866112171,Rural,Delivery,34,Male,10,12,29,0,30592.302600357794
GIG1690,6044.22,123,4.66,0.1142952034534273,Urban,Delivery,33,Male,8,12,32,0,48151.82680109821
GIG1691,8520.2,113,5.0,0.05847332850049681,Urban,Ride-sharing,22,Male,11,11,32,1,65073.373205610675
GIG1692,9678.669298912273,104,4.5,0.14062764280630116,Urban,Freelancer,21,Male,9,10,26,0,101554.78609902978
GIG1693,4173.12,126,4.94,0.04079997811511308,Rural,Delivery,35,Male,11,11,33,0,36706.20650405469
GIG1694,9249.311383051625,120,4.92,0.03561512878514415,Urban,Freelancer,26,Male,11,11,34,0,95126.20625150633
GIG1695,4880.0,122,4.59,0.06097093605071063,Semi-Urban,Ride-sharing,26,Male,10,12,24,0,43108.933724610484
GIG1696,4824.0,134,4.93,0.07418083043814921,Rural,Ride-sharing,27,Male,8,11,29,0,49521.69088565817
GIG1697,4692.765926982461,119,4.84,0.05944829607785406,Rural,Freelancer,56,Female,10,10,40,0,62809.75846617271
GIG1698,8080.8,111,4.88,0.03469199827436427,Urban,Ride-sharing,36,Male,8,12,29,1,58069.706344178645
GIG1699,4680.0,125,4.68,0.007474377598484539,Rural,Delivery,25,Male,9,11,27,0,39727.98409432148
GIG1700,4471.2,108,4.84,0.10127765777870538,Semi-Urban,Delivery,58,Male,12,9,34,0,32433.673749551144
GIG1701,7803.900000000001,145,5.0,0.06633120744557855,Urban,Delivery,28,Male,9,12,31,0,66510.29175868399
GIG1702,5920.2,110,4.97,0.14930325189913216,Urban,Delivery,28,Male,10,11,29,0,41714.31430510254
GIG1703,7179.12,118,5.0,0.06852974096936923,Urban,Delivery,35,Male,9,9,32,0,58995.5840791163
GIG1704,8655.66,137,4.34,0.1994624672209716,Urban,Delivery,42,Male,12,10,34,0,68072.6170374096
GIG1705,3985.2000000000003,123,4.46,0.21157863859614018,Rural,Delivery,25,Male,8,11,27,1,48208.77190912491
GIG1706,10242.051044684973,124,5.0,0.04777338322704271,Urban,Freelancer,28,Male,11,10,37,0,98972.2851417136
GIG1707,6566.400000000001,144,4.65,0.15232919954780832,Rural,Ride-sharing,54,Male,12,9,26,0,60489.694217669516
GIG1708,6588.0,122,4.46,0.17999589526748214,Semi-Urban,Ride-sharing,36,Female,8,9,27,1,49977.18953008296
GIG1709,6254.0,106,4.76,0.038485458293322825,Semi-Urban,Ride-sharing,57,Male,11,10,32,0,53763.13581145616
GIG1710,9687.6,138,4.91,0.024408608157149254,Urban,Ride-sharing,26,Female,11,10,35,0,69763.14487255532
GIG1711,5633.55,107,5.0,0.18278967595811826,Urban,Delivery,21,Female,11,11,34,0,43531.58557980163
GIG1712,5082.0,121,4.48,0.17957225534814958,Semi-Urban,Ride-sharing,22,Male,12,11,37,1,46859.01305863397
GIG1713,6372.6,114,5.0,0.11031439492986866,Urban,Ride-sharing,50,Male,8,11,28,0,56715.69650390477
GIG1714,8513.7,111,4.73,0.14962639990002294,Urban,Ride-sharing,43,Female,11,11,34,0,69158.94608552646
GIG1715,6739.2,120,4.84,0.12612159821345198,Urban,Delivery,38,Female,9,10,32,0,48554.205045853145
GIG1716,3960.0,110,4.56,0.1679082959155351,Rural,Ride-sharing,35,Male,12,11,30,0,34470.98814045679
GIG1717,3920.4,121,4.8,0.21363053854755393,Rural,Delivery,36,Female,12,11,25,0,37400.55711645402
GIG1718,3326.4,110,4.82,0.05210024545948599,Rural,Delivery,22,Male,8,10,27,0,31437.187038069824
GIG1719,4337.103978384552,108,4.92,0.012933907080759479,Rural,Freelancer,36,Male,9,10,32,0,50928.005155672625
GIG1720,6804.0,126,5.0,0.17949800547108902,Semi-Urban,Ride-sharing,30,Female,11,9,34,0,55614.0649104839
GIG1721,8585.2,127,5.0,0.09742965770189395,Urban,Ride-sharing,31,Male,8,11,27,0,77214.12929525226
GIG1722,8595.6,116,4.32,0.17882165251683654,Urban,Ride-sharing,26,Male,12,9,32,0,65744.2752327785
GIG1723,7323.531439590067,131,4.34,0.08943005980272864,Urban,Freelancer,29,Male,12,9,27,0,73188.87722996296
GIG1724,4884.0,111,4.71,0.10104735342380732,Semi-Urban,Ride-sharing,40,Male,10,11,36,0,32309.094022284982
GIG1725,4377.6,114,4.79,0.06560472002843043,Rural,Ride-sharing,22,Female,8,12,32,0,44812.67976207082
GIG1726,6405.978544895247,129,5.0,0.032006927209076386,Urban,Freelancer,52,Female,9,10,29,1,63441.17881693934
GIG1727,5468.400000000001,124,4.64,0.08430900923159565,Semi-Urban,Delivery,31,Male,12,9,26,0,41455.68615291953
GIG1728,7785.7,113,4.56,0.023706309246885285,Urban,Ride-sharing,45,Male,12,10,19,0,63424.87980256013
GIG1729,8424.0,144,4.67,0.17213070084396673,Urban,Delivery,35,Female,9,9,32,0,75433.41579298541
GIG1730,4838.400000000001,112,4.83,0.1470899117602256,Rural,Ride-sharing,36,Male,12,12,27,0,50665.505329936925
GIG1731,8030.880000000001,143,5.0,0.14226990824235944,Urban,Delivery,43,Male,11,11,22,0,66913.07767251224
