id,earnings_weekly,trip_count_monthly,avg_rating_last_90_days,job_type,gender,age,cancellation_rate,zone,rent_paid_last_12_months,utility_paid_last_12,app_logins_last_30_days,complaints_last_6_months,outstanding_loans
61a97d74-7960-4b7b-b14e-586a092e9b48,1313.29,29,4.794,Package Delivery Driver,Female,33,0.03,Rural North,2,10,24,10,937
01fdad71-65b2-4d0d-8736-328594c5b473,823.59,48,4.319,Package Delivery Driver,Male,27,0.041,Rural West,5,7,18,5,237
b505aa54-2095-4f1f-85ee-18f2bde5d278,1589.5,97,3.618,Taxi Driver,Female,38,0.109,Rural East,4,8,1,9,276
4c9bcc47-8f84-41fb-a368-41bcafb742fe,1598.26,33,2.092,Package Delivery Driver,Male,22,0.158,Urban North,8,5,52,10,940
ca591bb7-d3bb-4718-87d2-8a3d10c83922,785.49,114,4.656,Ride-Hail,Male,23,0.131,Rural West,2,12,53,5,33
1adefddc-111f-4fcb-a62a-775a02b18700,1920.27,32,2.855,"",Agender,47,0.115,Rural West,2,7,0,3,106
5f46f2a2-8235-4fcd-addd-60f88800fe62,1962.88,103,4.806,Food Delivery,Non-binary,50,0.191,Urban South,10,0,3,7,77
d98d8a48-7248-484b-9269-48ca5a8da2bf,1893.76,119,2.094,Graphic Designer,Male,29,0.196,Rural South,8,1,14,6,384
661d25db-6b49-4c8c-9882-7caa8eb13fce,916.55,13,3.693,Delivery Car,Female,29,0.081,Urban North,2,5,54,3,564
a50aa6e6-6bf8-4f99-9420-e14d77e56b5a,961.28,107,2.844,Package Delivery Driver,Male,42,0.071,Rural South,3,0,25,10,42
1ba8ef96-e11b-4a85-ba6c-65c76917641a,984.58,47,3.115,Ride-Hail,Female,31,0.036,Rural West,11,9,35,10,933
1d411c3e-7fcc-4736-9758-bcd79ceadaee,1504.54,131,3.098,Ride-Hail,Male,46,0.143,Rural South,9,11,15,8,927
26b1a4ac-e737-4e43-8cde-5791ac3d580e,1619.77,71,2.708,Delivery Car,Female,32,0.097,Rural East,5,0,48,9,593
6392f512-3f39-4dac-a5b7-514354cf5a00,1712.82,75,4.012,Taxi Driver,Male,32,0.1,Urban West,1,11,10,7,255
c9ce3561-c483-45e6-85f9-43213fbe7eee,1877.15,63,3.797,Delivery Car,Agender,41,0.002,Rural North,0,5,8,10,212
c41ba6d9-ab23-473d-8d99-dd206073fa78,1521.52,28,3.511,Taxi Driver,Male,40,0.1,Rural West,6,3,10,1,194
24696704-4ccc-4775-8d80-3f50ba131721,1061.16,23,2.093,Delivery Bike,Male,23,0.009,Urban East,5,11,41,10,68
4201756e-6a36-4102-87f8-30f99dcba8b5,943.0,105,4.556,Taxi Driver,Female,48,0.135,Urban South,7,11,55,3,298
89ae4d8b-a46b-4723-9e78-85d29bd2fe3a,653.01,26,2.772,Ride-Hail,Female,43,0.022,Urban East,6,7,40,4,960
ead38dc8-8f65-4d25-9dc8-8544b8b61a6d,1541.0,108,4.952,Delivery Car,Male,47,0.173,Rural East,11,12,55,6,424
393e5bd9-60d5-40b2-ae7e-0b55fd61290a,927.4,141,2.361,Graphic Designer,Female,42,0.162,Urban East,7,4,49,4,840
beee69f8-9331-4273-8b64-16628bc8b283,1108.62,58,3.68,Delivery Bike,Female,21,0.127,Rural South,6,0,13,7,484
42f35496-9649-4126-99a8-d39e5816658a,1474.32,105,2.798,Ride-Hail,Female,29,0.037,Urban South,7,4,32,0,485
b6f5b662-a7c1-45c1-adba-96287304fddc,1619.72,43,3.741,Food Delivery,Female,30,0.031,Urban North,2,8,55,9,541
c26e12fb-8ec3-4b19-81b3-14be379b297a,842.04,108,4.385,Food Delivery,Male,34,0.065,Urban West,11,0,46,0,874
cbe302a2-9f63-4758-b6ea-3758d0655881,1960.18,94,2.498,Graphic Designer,Female,34,0.105,Rural West,10,11,35,6,632
d69fdd99-9888-4101-9232-d8ce7bedc2d5,1312.06,50,2.123,Delivery Bike,Male,23,0.049,Rural South,7,3,16,10,292
4f7b7cf3-24af-4dcb-acf7-3abac496ceab,547.6,117,4.707,"",Female,44,0.077,Urban West,12,2,3,9,467
ac48a742-23f6-4ac2-a9b6-31f997db03ee,1461.53,111,4.137,Taxi Driver,Female,29,0.046,Rural South,4,12,36,10,425
68c4c581-f867-43b1-acb5-3f38666f4cb0,649.8,24,2.742,Taxi Driver,Female,33,0.004,Urban North,3,7,25,0,162
d83e5cea-8c2c-4d9b-942a-3dbb8c66300c,1997.62,91,3.676,Delivery Car,Male,26,0.066,Rural West,12,10,20,1,946
3d52cc2a-c8d6-47aa-80f6-9f9903236278,1699.56,136,4.299,Ride-Hail,Genderqueer,27,0.05,Urban North,9,1,25,1,416
5715642e-82c8-4a6a-a186-78e63a4ddf77,1517.75,10,3.247,Graphic Designer,Female,23,0.051,Urban North,2,1,4,6,186
01cbece0-5cb9-4e8d-8b89-079da0d30221,745.16,90,2.508,"",Female,46,0.157,Rural East,7,4,35,2,956
82114120-7b6d-4fc2-9f77-e53ec0a8b446,1005.83,45,4.486,Food Delivery,Female,36,0.027,Rural South,6,3,48,3,70
cb303f0e-ae72-4b1a-a3a4-fffa4f8165df,1947.65,41,4.295,Taxi Driver,Male,46,0.033,Urban South,8,0,58,9,508
f0d521e9-12e9-401d-ab32-f18af5d55cd2,1087.68,73,3.208,Graphic Designer,Male,22,0.029,Urban South,9,2,6,2,442
2c316dc4-1a2e-4aa0-8121-30e4faebc19b,1983.44,36,2.784,Delivery Car,Male,49,0.065,Rural East,6,4,5,8,29
1dcb8f27-91b1-4674-ba6d-a00e6a965f51,596.42,65,3.97,Ride-Hail,Female,30,0.175,Urban East,7,11,6,0,735
4949772c-2a6b-4da3-a1eb-1620600c16dc,1557.06,60,4.552,Food Delivery,Male,44,0.112,Rural South,6,1,53,8,315
24c76931-f78f-4315-84c4-f43df1e5308a,1735.1,60,3.516,Package Delivery Driver,Female,47,0.186,Urban North,12,0,25,2,935
d2802162-b796-4842-8cd3-d892b1af0c24,1216.5,59,2.621,Taxi Driver,Male,48,0.197,Rural East,2,9,29,8,682
9eb0a97c-1e7f-4a3e-89b4-691efadca075,1729.5,120,2.265,Taxi Driver,Female,25,0.174,Urban North,9,11,5,6,888
8d63c2bd-95e8-4978-a3fa-ca19fd56b654,1641.98,41,3.426,Ride-Hail,Male,47,0.043,Urban East,1,0,43,10,285
f78fa1c5-455e-4d31-8365-04d40e4f2ae3,1655.81,150,3.361,Food Delivery,Female,47,0.1,Urban South,1,5,46,0,28
b6162bb9-c962-43f1-8bed-fbe1c372a29d,1356.01,137,2.419,Delivery Bike,Male,50,0.185,Urban South,7,9,17,4,10
296755ee-fd23-485b-b9bb-5476dc602a48,984.23,26,3.834,Package Delivery Driver,Male,50,0.113,Rural North,1,1,10,6,954
57fc6476-da76-41b7-b135-cdd7901b629c,514.91,13,3.804,Food Delivery,Male,44,0.027,Urban West,9,10,30,6,492
4831650b-0b49-4b94-8cb2-78cdb1693af6,1068.0,138,2.591,Graphic Designer,Male,39,0.126,Rural West,0,0,44,1,733
4983ee46-1c0b-453e-816b-170ed4ec237c,713.29,84,4.274,Food Delivery,Male,23,0.028,Urban North,2,11,32,1,121
e0b27ecb-2463-40c0-8b3c-c0bb2496ff38,789.89,109,3.464,Food Delivery,Female,33,0.193,Urban West,0,10,33,10,930
1643b8d7-d085-4463-a279-ad0c76e2b219,1891.44,29,3.897,Ride-Hail,Female,41,0.015,Rural South,8,3,53,2,958
659e5fc2-51f4-4453-a271-fd8691715cbc,1070.28,91,2.454,Delivery Car,Female,27,0.123,Urban East,12,3,46,4,698
0719f2fa-7d9b-4346-b911-9429570fa77f,1082.36,150,4.567,Delivery Bike,Genderfluid,45,0.123,Rural South,11,2,30,10,671
e7cd5cfa-6dda-4c68-95a3-fd7d895a3792,1564.89,121,2.033,"",Genderqueer,24,0.073,Urban East,2,7,50,8,875
033f36b4-799d-4f50-b7fb-0044fbf8b06e,863.9,105,2.931,Delivery Car,Bigender,25,0.03,Urban East,1,10,59,9,937
18dae25a-23a8-430f-a3b4-289c15e9f3ae,1985.64,28,3.828,Food Delivery,Female,43,0.035,Rural East,5,9,7,6,538
7dc4601e-3430-4c10-a09a-c99c28e261a2,1282.66,46,4.661,Ride-Hail,Male,25,0.17,Rural West,8,12,18,9,973
53e8035c-f98c-4652-8dbb-341d2e32c9e4,1847.4,115,2.395,Package Delivery Driver,Male,40,0.062,Rural West,12,6,20,2,872
5226056d-66f5-4834-aea7-62776e0fa7e1,582.57,106,4.047,Delivery Car,Female,22,0.106,Rural West,4,1,44,0,634
9eebd10c-47f1-4b86-90fb-e7f510cbca7e,1244.66,109,3.158,Delivery Car,Female,45,0.187,Rural East,2,0,16,4,440
8a390a95-b079-4a9a-a833-72968dd3cdca,1632.15,146,3.146,Package Delivery Driver,Female,44,0.005,Rural West,11,10,31,8,368
05521899-da6b-4660-8044-448ccd7fbeec,919.05,39,3.052,Delivery Bike,Female,40,0.052,Rural South,5,10,16,7,566
10afb8ed-d683-4e2d-9e43-f77ca413f055,1726.67,145,4.681,"",Male,38,0.115,Urban West,1,12,29,3,293
608d59b5-5399-4351-b2dd-73d8236a4833,1504.93,123,3.26,Food Delivery,Female,34,0.195,Rural North,6,3,29,3,951
ad60853d-4fbf-4546-9372-96be9fe6cef4,957.76,102,2.393,Graphic Designer,Female,35,0.066,Rural East,1,7,26,5,79
7ebed565-d87d-4b98-a9de-842c4583591b,1056.25,10,3.192,Graphic Designer,Male,34,0.171,Urban West,9,10,30,1,19
80373526-35cf-4b31-ab5f-08d3a02dba5d,1470.11,121,4.68,"",Male,41,0.106,Rural North,6,5,46,7,396
df67d4ad-cff0-4277-897e-ea952a479b5b,887.6,13,4.881,Delivery Car,Male,33,0.021,Urban East,10,9,2,0,591
7093afbb-baed-4667-b729-20ab3ada1adf,673.83,72,4.503,Graphic Designer,Female,28,0.133,Rural East,3,12,20,7,408
d760d79f-a1c8-4cbd-8a44-5ebf576a3594,690.56,118,3.3,Food Delivery,Female,46,0.046,Urban West,0,6,56,3,623
c7fd4900-8c8c-4e84-a6d6-6b2c5f072fbb,1656.17,87,3.446,Package Delivery Driver,Male,44,0.075,Rural North,3,3,48,1,639
b4ae8770-083f-4c35-a67b-d64bdded45ca,1867.05,42,4.846,Package Delivery Driver,Male,48,0.04,Urban South,12,3,51,5,791
04a22cda-b2c1-4406-befc-6410851d6114,1190.01,86,3.871,"",Male,39,0.108,Rural North,1,1,0,5,248
7232186c-88c8-47ec-99fe-e7a716000ef9,1541.44,22,2.357,Taxi Driver,Male,50,0.029,Rural South,9,7,16,8,793
7b899458-f5fd-4f5c-b221-8d4b0b944d50,1852.65,49,4.83,Taxi Driver,Male,43,0.161,Rural West,4,7,60,8,827
5da90850-0f68-4833-a633-46b0ea0277b6,958.17,127,2.216,Delivery Bike,Male,36,0.054,Urban West,2,2,17,1,752
3ccad38a-1b59-4760-a278-1e15b47f90a4,1449.86,74,2.707,"",Male,48,0.1,Rural East,8,10,38,1,506
b23c0faf-b0a7-4257-bf63-7c2348c6b5bf,1477.13,63,2.605,Package Delivery Driver,Female,40,0.024,Urban North,1,5,12,8,655
7c6b3f55-54b5-4bcf-aae2-cbfed0bb4cb5,1475.51,40,4.595,Package Delivery Driver,Male,26,0.131,Urban West,5,8,38,7,703
c485e652-9ff7-4182-9af3-e000314c8299,1793.2,144,3.095,Ride-Hail,Male,26,0.062,Urban East,4,4,50,1,253
09281b2c-0c6c-4463-9fed-26ecf913f36a,1867.93,123,3.059,Food Delivery,Female,47,0.076,Urban West,4,6,15,5,956
339bb7ec-1663-4ec3-90ab-b6552bde7a63,1060.98,98,3.219,"",Male,30,0.081,Rural North,4,1,37,9,970
6ab6eab3-af59-442c-9c68-dc8689dc4e05,1733.63,92,4.885,Delivery Car,Male,22,0.072,Rural West,0,0,1,4,755
d55ee783-8915-43c9-99b4-9b666e1ddad8,792.37,95,3.937,Graphic Designer,Female,41,0.176,Urban East,5,7,51,4,479
40a26bf6-5458-485b-988d-99eba8aa20f9,1235.36,150,4.378,Ride-Hail,Female,22,0.114,Urban South,4,5,11,5,903
b468b244-ab61-4015-b2ff-96cab20a2656,1881.93,103,2.36,Package Delivery Driver,Female,47,0.014,Urban North,12,2,33,2,396
5eefe150-8082-4c03-a3a0-65d8b6860a02,572.76,30,3.849,"",Male,39,0.124,Urban South,7,5,47,1,989
d06f1082-18f8-4371-9897-bdab1d72cad3,1605.39,134,3.928,Delivery Car,Female,39,0.156,Rural North,12,1,9,10,176
f8f2134e-e2d6-4f94-929e-78b95ef21561,1215.6,66,3.6,Ride-Hail,Female,23,0.056,Rural East,0,6,18,5,318
ca524890-6b4b-4318-bc67-50a5e66d700a,541.44,46,4.8,Taxi Driver,Female,27,0.17,Urban South,0,6,21,7,667
4b7d2ec4-c133-4850-a518-c18a804f942e,1855.62,119,4.495,Ride-Hail,Female,43,0.12,Rural South,9,12,0,10,742
3748affc-f801-4d38-b762-36a53256f0cb,1539.16,82,3.118,Taxi Driver,Male,29,0.002,Urban East,8,7,29,8,232
a243c993-2f39-4a6b-b1a1-52da1389e73d,1922.55,75,4.761,"",Male,33,0.182,Rural West,6,9,47,9,907
6863bb4c-d636-4092-9e2e-55bb2f082eb9,1432.27,21,4.278,Graphic Designer,Female,45,0.005,Urban East,12,9,12,3,610
5f51fa2b-4c55-42ef-85d8-7751764f0936,1465.08,94,4.69,Food Delivery,Female,38,0.147,Urban West,0,6,12,9,536
c777ab71-af41-4f8e-9da2-8519c9f6517b,613.51,63,4.378,"",Male,47,0.029,Rural East,3,12,4,9,989
1b34aec1-0cf4-433b-a620-f26a226c3221,1704.79,75,2.891,"",Female,21,0.066,Urban North,0,11,47,4,439
dad33725-7942-41bc-9c02-9a8b4c269b7d,1750.16,46,2.796,Ride-Hail,Female,41,0.085,Urban East,6,1,24,1,956
cde3a818-6fec-47e4-9c66-04a1b8361fe1,1685.96,16,4.429,Delivery Car,Male,27,0.121,Urban West,7,3,37,4,586
a9370f43-952c-412f-9ed1-e4c268e5dbf1,605.59,17,2.205,Ride-Hail,Male,28,0.096,Rural East,8,12,54,2,833
e72a2f5e-7af9-4d61-b988-a1f704c333ee,1587.78,35,2.028,"",Male,44,0.11,Rural East,11,0,36,2,135
72cd7ee6-09e7-442b-9751-fcc7ba7343a2,578.3,58,3.095,Package Delivery Driver,Polygender,49,0.074,Rural West,2,1,36,7,131
a21ef0f5-78f8-44f6-a991-287ee4241a7a,1293.23,129,4.215,Delivery Bike,Female,21,0.127,Urban West,5,11,14,6,642
006f1287-9853-4e1f-9e7b-be5508a9de5b,762.43,17,4.216,Graphic Designer,Female,37,0.063,Rural South,7,2,39,3,307
d5064e10-6901-4174-b50f-a1cbbbf426b1,998.35,103,2.518,"",Male,25,0.01,Urban West,4,8,14,0,134
e247ce2c-e11c-40d7-8cd2-79207fcc2a98,769.0,126,3.121,Food Delivery,Male,37,0.143,Rural East,8,10,58,8,241
9c7ec2fa-3bba-40ad-bbf5-0480a2f6dced,1188.6,103,2.759,Taxi Driver,Male,33,0.146,Rural West,9,6,30,8,213
06c2a3f5-7b95-480a-80b4-2577d2d94268,1068.92,41,4.826,Delivery Car,Female,46,0.132,Urban East,4,12,22,5,338
e6d8e464-7f31-4948-80d5-d51009c0f4d9,791.55,42,2.905,Delivery Car,Genderqueer,47,0.189,Rural North,11,3,44,8,176
63172ad8-d917-4c2a-8852-9072b3190161,1457.21,126,3.139,Ride-Hail,Male,37,0.1,Urban North,12,7,9,7,874
7f5235b0-5e6e-4fbc-a098-231056bd2382,1146.75,124,4.845,"",Male,34,0.063,Rural East,12,1,40,10,331
54215e0a-9caf-47f2-abd7-f4e4e970d32b,1550.54,143,3.036,Package Delivery Driver,Male,49,0.025,Rural East,5,7,42,0,264
8877d54c-bc50-4f8e-8e43-336c30cfb82f,993.61,11,4.5,"",Female,26,0.09,Urban South,11,10,5,5,250
663dcb8c-39cd-4c48-952b-113388cf4599,1756.01,62,3.893,Ride-Hail,Female,27,0.068,Rural North,0,2,28,9,139
34ae0d66-5ec2-414e-951b-2ebc51f55fe0,1142.02,92,2.378,Delivery Bike,Male,24,0.183,Rural West,11,6,46,9,786
419c9fe1-096c-41b0-84ab-4f0d9c4eb48a,1364.12,65,2.213,Ride-Hail,Female,25,0.121,Urban West,5,8,30,8,432
c69a5b7c-2b4f-4260-b38e-38f249c61c6f,693.45,39,2.632,Package Delivery Driver,Male,48,0.136,Rural West,4,12,47,1,235
751379bf-5428-4f18-9339-a97d224b2039,1767.22,34,2.033,Graphic Designer,Female,46,0.19,Urban North,5,1,28,9,75
5f9b57ee-594c-431b-9763-c4577f5d7527,1306.38,123,4.275,"",Female,47,0.13,Urban South,5,3,40,1,185
75f491e8-9c0f-44a4-b8ec-4ab2b89ab58c,1789.98,27,2.046,Graphic Designer,Female,39,0.031,Urban East,0,0,24,4,415
129eaff5-2465-4e01-8bb8-43158244afc3,1427.3,139,3.579,Graphic Designer,Female,47,0.05,Urban West,10,1,54,5,267
8febea2f-4dd4-4cb0-8fa9-1d196fa4fe6a,1661.82,138,3.383,Ride-Hail,Female,22,0.068,Rural West,1,6,30,4,938
0d69abf8-3957-42da-b416-b1c0996e3304,632.1,54,2.35,Ride-Hail,Male,36,0.199,Rural East,2,11,31,9,412
d102947f-6985-4b15-8aca-0cf3cd923bdd,1775.14,116,3.385,"",Male,37,0.01,Urban West,2,3,0,9,855
7627a0e6-17b3-4849-b469-39c3b7f7e4d9,637.65,138,2.934,Taxi Driver,Male,33,0.029,Rural South,3,9,17,5,868
e4ddfeaf-c8ca-4629-94c7-5bbbb5ff0ab5,1626.23,100,3.471,Package Delivery Driver,Male,25,0.156,Urban South,4,0,47,5,396
7b454746-52e1-4688-b4cd-83c5fe57e58a,1342.04,50,2.734,Delivery Bike,Male,48,0.026,Rural East,7,7,34,7,901
96186ff5-5e0a-4487-8dbb-3f5374de62ba,1632.98,109,2.2,"",Female,28,0.167,Urban South,5,0,9,7,431
199777b8-aa5f-4a9e-aeda-8fd0c32ee537,1766.7,47,2.955,Taxi Driver,Female,30,0.02,Urban East,6,5,23,5,160
c7055687-4e31-4b12-a125-c7ee49c9292e,789.22,145,2.134,Package Delivery Driver,Polygender,21,0.013,Urban North,2,2,10,8,331
8d47acea-f508-4052-9109-8cf2e635c057,1494.04,35,2.758,Delivery Bike,Male,27,0.106,Rural South,12,2,7,8,472
c1cd2940-a7f4-4f28-bb9b-99df0d16bea5,1312.56,141,4.664,Delivery Bike,Female,42,0.065,Rural North,12,5,46,4,161
24937141-3422-4963-b8ce-28cd87303e51,1723.72,45,3.887,Delivery Bike,Male,40,0.17,Rural North,0,5,28,10,115
646a7aa8-234c-41aa-893e-0a1ae80f94c0,1002.98,13,4.289,Delivery Bike,Bigender,27,0.066,Urban East,11,0,8,10,880
bd261fc0-a74e-4873-be3f-37dc64077222,579.0,118,2.481,Package Delivery Driver,Male,34,0.079,Urban West,6,0,51,2,372
8c0704f2-8a4f-44fa-a602-c4018c878756,1301.74,149,2.77,Package Delivery Driver,Male,45,0.009,Rural West,10,1,31,3,549
e97ce9e5-cf59-4d4c-a27f-a2bfbd70d5e0,1380.58,121,3.012,Delivery Car,Male,42,0.131,Rural West,3,9,43,7,923
085a43e8-44aa-4a44-9cd2-c46f1cb6fd99,1625.15,150,2.641,Ride-Hail,Male,40,0.048,Rural East,9,12,17,8,167
1efaf3a1-2d07-4377-9b5a-6215207a9eb3,535.58,95,3.372,Delivery Bike,Male,30,0.084,Rural West,1,11,16,4,462
ca3b4cd4-d307-49ea-a896-06faf17d9f1c,1423.43,66,4.818,Graphic Designer,Male,37,0.132,Rural West,0,7,46,2,107
3c2b37d0-a5cf-452d-87a1-6d237ddda8b1,536.4,73,3.839,Package Delivery Driver,Male,24,0.026,Urban West,0,11,43,1,153
c2bc950b-70ce-4b2e-9cb6-c81bdbe15deb,1690.22,59,4.791,Food Delivery,Female,46,0.079,Urban South,9,2,56,4,510
7c162258-b69c-4b07-8985-cde0657ece5a,1391.18,117,3.094,Taxi Driver,Male,47,0.056,Urban West,10,1,0,9,148
7bd1e2b6-6652-428d-b7cd-029673c5c384,1792.5,138,2.476,Package Delivery Driver,Female,34,0.117,Urban South,0,1,38,3,109
53210920-0c50-4aad-80c2-bcd43f6106b5,1302.98,46,3.165,Food Delivery,Male,22,0.06,Urban East,9,8,16,10,681
02d012bb-1a99-4b47-877c-4103b1ee5fe5,1681.15,137,3.272,"",Male,30,0.037,Urban East,7,10,11,2,420
c4acb88a-16f6-4f94-b957-0384cde62218,1508.43,25,4.797,Delivery Car,Female,21,0.098,Urban North,4,9,60,9,266
e7bab218-6a81-4394-be16-029221c7a787,1644.66,95,4.481,Food Delivery,Male,46,0.039,Urban North,5,10,18,2,55
fb54d92f-804d-463e-97c1-59ff66a1947d,1538.97,66,3.492,Food Delivery,Male,32,0.091,Rural East,1,8,4,6,451
31b8475a-c908-47ba-9545-a35ca06bad11,1921.48,52,3.316,Ride-Hail,Male,48,0.045,Rural East,9,7,30,9,165
b15be93f-b294-4917-be3a-b7608e3e5644,1276.83,60,4.526,Package Delivery Driver,Male,32,0.154,Rural West,4,4,38,3,531
519b1ef8-bf1a-4303-bf98-39450207adeb,666.77,85,3.334,Ride-Hail,Agender,50,0.103,Rural West,1,9,7,8,410
c73c9b41-aa3f-4907-8ed7-5e202f3c2fdb,976.82,99,4.948,Delivery Car,Female,20,0.101,Urban West,8,9,43,5,941
7585dc63-09d6-4df6-8bee-8d162218f424,576.93,99,2.214,Food Delivery,Female,34,0.194,Rural West,5,11,26,9,808
0f1f2b31-0bf4-4ea9-94c5-8f27a19f4e79,1160.8,124,3.111,Package Delivery Driver,Male,26,0.058,Urban South,9,12,41,6,311
b1dfb0c5-c779-4520-a855-12ec430fd8c2,1506.13,78,2.243,Food Delivery,Female,36,0.006,Urban East,9,10,24,6,234
73096d1e-9af6-42ad-8c46-80544c7a04ba,866.67,64,2.138,Delivery Car,Female,39,0.001,Rural West,12,3,40,10,295
eb015db9-95c9-45de-ab6c-7a68ea285296,1438.53,101,2.303,Delivery Bike,Female,46,0.012,Urban North,7,12,27,7,824
509abd8a-1f1d-49d3-8f2b-456c945eb17b,793.57,126,3.664,Package Delivery Driver,Male,21,0.129,Rural South,12,2,38,7,643
d11edd85-eced-408c-a086-f631f0d58796,1067.79,72,3.882,Package Delivery Driver,Male,36,0.135,Rural North,11,5,6,3,121
1f09490b-9d0b-4f06-8dae-72963f0336ec,1160.27,36,4.246,Food Delivery,Male,45,0.119,Rural West,4,1,15,1,447
3baa1cc4-2b63-4ddb-aff9-14fc71c6db01,1996.42,142,3.791,Food Delivery,Male,21,0.137,Urban West,10,7,3,4,232
24736129-2e86-4045-a955-3019d960d271,862.9,130,2.836,Ride-Hail,Male,26,0.138,Urban West,4,10,27,1,993
426dd7ac-450e-4685-a2f9-43b43744605d,1239.2,121,2.49,Ride-Hail,Genderqueer,44,0.167,Rural North,9,12,32,4,813
4555219b-f47c-4d73-8f9a-993b27b6c63b,1854.0,52,4.468,Taxi Driver,Male,28,0.197,Urban North,6,9,55,9,835
0201bb4a-59b7-49ac-b987-e51a7d84bb5f,1840.86,108,2.252,Food Delivery,Male,42,0.107,Urban West,4,12,48,0,560
7b7d6d6b-bcdb-46bd-85a8-c3bbe7dc5bb2,669.51,62,4.036,Ride-Hail,Female,48,0.18,Urban South,10,1,38,1,886
4f612350-41e3-4984-901f-cf85511b5a89,1536.53,56,2.861,Delivery Bike,Bigender,50,0.076,Urban West,2,10,45,10,954
1fd7e3d3-709c-4313-a747-074fcd76e56a,691.57,86,2.116,Food Delivery,Genderqueer,45,0.148,Urban South,0,2,40,5,15
6516b322-d910-4daf-95c6-71c0f23bf080,1683.73,118,2.884,Food Delivery,Agender,47,0.123,Rural East,5,9,20,4,416
0ff05804-2b7d-4940-955f-1ef70f3e5a1a,1754.25,58,2.763,"",Female,43,0.078,Urban South,11,2,55,2,623
de17d4ad-5c2c-4a51-b9d1-405431ef46a7,790.1,57,3.192,Ride-Hail,Female,47,0.074,Rural West,12,0,50,6,399
1797e836-e70b-4162-a3ed-a4c9036e313c,602.11,60,3.97,Graphic Designer,Male,50,0.196,Urban South,11,5,22,4,920
6e5d4ce4-6245-40ed-8e78-49c36eeafe1d,920.39,40,3.265,Ride-Hail,Male,43,0.132,Urban West,0,3,21,2,369
2490084b-a1cf-4330-bd92-966ead0d1329,1357.55,85,4.475,Delivery Bike,Male,37,0.09,Rural East,12,11,50,5,975
1464a702-aa03-4cda-a96c-2e4b12586d92,1122.61,101,2.158,"",Male,24,0.179,Urban South,10,1,47,5,613
6e566ae2-3dfc-47c2-a4c0-dae6c76d16a0,1709.94,28,3.743,Package Delivery Driver,Female,45,0.175,Rural East,4,10,2,3,789
04336a6f-27ae-4ff3-8ea9-4a290f52a9b3,613.77,87,2.044,Delivery Car,Female,45,0.074,Urban East,4,6,16,3,140
6628b52e-49a9-4cbb-afbf-d092960466ae,646.78,131,4.418,Ride-Hail,Female,50,0.032,Urban North,0,4,41,0,473
b610ffa2-1de9-4af8-8b74-89e712934c72,1140.65,86,4.835,Taxi Driver,Female,50,0.173,Rural North,1,8,50,7,338
2422d8de-702b-455d-8fd5-c91647d95282,785.27,141,4.753,Package Delivery Driver,Female,21,0.088,Urban East,8,5,53,7,162
1e1d65e8-b942-41ef-9c8c-61215ce050a5,1110.87,78,4.783,Ride-Hail,Female,34,0.011,Urban East,11,4,14,6,28
8c47f0bb-4696-4bde-9a46-678d073b7005,1218.27,25,3.894,Package Delivery Driver,Genderfluid,38,0.019,Rural West,9,1,42,8,33
2ce1e7ac-47a8-4818-b299-0f8ba0833d7f,686.04,110,2.619,Package Delivery Driver,Male,23,0.012,Urban East,11,8,54,5,607
49b177db-c90a-4213-9b0f-ea09ac574209,1232.97,60,4.352,Delivery Bike,Male,27,0.03,Urban South,1,1,28,0,951
e444a967-57db-43c5-b7d0-8bbf16145028,1889.08,15,2.837,Delivery Car,Male,21,0.003,Urban West,7,3,12,8,162
b7e4e677-5723-48b1-844a-7ea989c79551,679.0,63,4.786,"",Male,23,0.012,Rural West,6,12,1,9,175
7a8841b2-9ab5-4942-90d0-d8c79150b22d,1335.18,106,3.163,Delivery Car,Male,45,0.116,Rural North,3,8,31,8,873
8a9cf710-6c7a-4686-8c56-365d3267714a,1516.06,149,3.235,Taxi Driver,Male,32,0.077,Rural North,12,5,34,5,354
0682c41b-81b4-4cd0-b5b3-0f1e55ee2ce6,1378.53,40,4.071,Ride-Hail,Male,38,0.139,Rural East,6,9,26,8,417
7da3d78b-a679-4ea8-a4b6-8d3708b99514,1978.89,61,3.201,"",Male,37,0.081,Urban West,6,12,43,8,665
08cddc6c-2772-4234-9a8d-ba3e2ab279b2,1816.68,144,4.105,Ride-Hail,Male,23,0.068,Urban East,9,9,40,6,650
cc7d1560-3f73-42a1-9501-95c463930be0,528.72,101,2.766,Delivery Car,Non-binary,42,0.173,Urban South,10,7,17,7,442
fd128988-b71e-4f39-9aaa-6cf0bf4f3f44,1478.17,67,4.424,Ride-Hail,Female,48,0.008,Urban South,2,5,28,8,743
6dd4c11e-124c-40ad-99ff-8fd235d3afe4,589.44,12,4.424,Graphic Designer,Female,22,0.114,Rural West,8,12,40,6,597
36f26410-6a29-47c8-8cc6-489531975412,974.8,34,2.54,Taxi Driver,Female,21,0.097,Urban East,7,11,11,0,202
9e8fd74f-0fde-4bfe-8760-5e2137fe085a,854.74,64,4.982,Ride-Hail,Male,30,0.153,Rural East,10,5,19,8,707
6d29f6ff-2785-408c-ba02-fc2247bc2ae3,516.82,56,2.714,Taxi Driver,Male,37,0.182,Rural East,6,7,50,7,511
18833b10-ada4-4b7d-b06a-d2f6ffa4191e,1150.37,52,4.164,Food Delivery,Male,46,0.016,Urban South,10,0,55,7,6
